person_id,day,sleep_hours,screen_time,work_hours,steps,mood
48,22,7.18,2.43,7.76,14350,3.12
48,23,5.06,6.85,7.48,7401,1.32
48,24,5.4,10.28,5.19,1264,1.0
48,25,5.76,8.3,5.55,6692,2.01
48,26,5.07,7.95,6.98,5926,1.23
48,27,5.04,3.65,3.91,1634,2.92
48,28,7.86,3.28,3.17,14071,3.03
48,29,5.9,10.32,9.6,6712,1.0
48,30,4.78,2.32,6.27,11588,2.75
49,1,7.78,4.0,5.87,1822,4.32
49,2,8.0,5.52,5.2,1234,3.61
49,3,5.85,4.08,1.49,6435,2.99
49,4,7.62,3.47,5.38,12125,3.49
49,5,8.71,2.64,7.23,4850,3.55
49,6,9.11,4.03,7.26,11456,4.09
49,7,5.73,4.03,7.06,14988,2.45
49,8,7.43,5.99,4.37,3770,2.74
49,9,5.3,2.93,7.23,2973,3.13
49,10,6.25,3.66,4.0,7680,2.86
49,11,5.67,4.33,7.41,9910,3.92
49,12,7.42,1.09,4.55,3911,4.18
49,13,9.73,5.86,7.08,7929,4.45
49,14,8.87,6.74,9.81,5994,2.99
49,15,7.66,2.26,8.13,12687,3.96
49,16,6.66,4.61,3.84,7302,2.66
49,17,8.4,4.89,5.93,5681,3.55
49,18,5.17,7.85,9.1,14493,1.85
49,19,6.97,7.71,3.98,2207,2.4
49,20,4.21,2.17,7.79,13426,1.86
49,21,8.04,5.6,1.88,9867,2.37
49,22,7.87,5.92,9.08,9065,3.7
49,23,9.88,1.0,5.01,13075,5.0
49,24,8.12,6.31,6.1,12929,3.06
49,25,7.12,4.26,2.84,7454,2.86
49,26,6.2,2.89,9.59,6492,3.5
49,27,6.79,5.24,9.33,14253,2.72
49,28,5.46,4.61,2.01,2283,3.15
49,29,6.97,6.41,8.95,11858,2.47
49,30,7.93,5.77,5.72,13970,2.69
50,1,6.94,7.54,7.27,3962,2.47
50,2,7.38,1.41,5.42,8091,4.35
50,3,8.47,7.65,4.58,13595,2.75
50,4,8.35,8.17,2.15,13841,3.77
50,5,7.0,1.4,5.09,4660,3.59
50,6,7.74,3.01,5.1,9283,4.22
50,7,8.83,7.05,5.48,3285,2.2
50,8,5.82,5.41,7.36,10895,2.89
50,9,8.69,4.69,6.0,6289,4.07
50,10,7.26,5.35,8.09,8813,2.77
50,11,3.43,5.39,6.73,14102,1.44
50,12,8.1,6.53,4.16,3984,2.73
50,13,7.35,2.73,4.35,8790,3.45
50,14,9.1,4.2,7.83,1588,3.54
50,15,5.86,4.21,6.76,11247,2.12
50,16,6.97,1.51,3.4,10443,3.86
50,17,7.05,4.77,2.84,2780,2.8
50,18,7.09,3.69,7.13,11976,2.66
50,19,8.66,5.4,6.51,7278,3.37
50,20,7.41,6.59,6.75,10271,2.79
50,21,5.8,6.27,5.18,8644,2.38
50,22,8.25,3.74,7.73,7991,2.52
50,23,8.41,7.35,9.01,4046,2.92
50,24,7.22,4.83,6.32,5267,3.29
50,25,7.58,3.94,5.19,13961,3.9
50,26,7.02,5.29,4.97,5075,2.46
50,27,10.0,7.12,6.43,2658,3.84
50,28,8.16,5.36,4.26,5746,3.06
50,29,8.5,7.25,3.74,7200,2.51
50,30,4.41,4.76,3.95,10035,1.82
51,1,5.26,4.49,8.43,7127,1.26
51,2,7.43,8.79,9.16,14336,1.33
51,3,9.15,5.57,2.07,5412,3.92
51,4,8.28,7.47,5.55,11986,2.87
51,5,4.44,6.96,7.01,8062,1.65
51,6,5.79,4.55,3.91,12277,3.54
51,7,7.03,5.32,3.29,14782,2.46
51,8,6.43,5.76,6.58,13083,2.91
51,9,10.0,2.94,2.58,5431,4.62
51,10,5.09,4.56,4.72,13529,1.93
51,11,7.31,4.01,5.03,3259,2.91
51,12,6.21,4.12,4.67,2502,2.79
51,13,4.09,1.0,6.69,2860,3.28
51,14,4.14,5.76,6.88,6790,1.3
51,15,5.14,1.6,6.0,6913,3.22
51,16,6.95,5.07,1.56,13686,2.38
51,17,6.96,3.34,5.22,7742,2.97
51,18,6.63,4.26,6.02,11098,2.4
51,19,8.59,5.86,4.85,7041,3.93
51,20,8.46,2.74,3.8,7560,4.61
51,21,7.6,5.07,6.48,2417,3.89
51,22,8.52,5.03,3.42,8391,2.85
51,23,5.58,3.19,1.3,1292,3.81
51,24,7.22,6.45,9.48,2906,2.13
51,25,7.0,6.14,5.7,5227,2.17
51,26,4.86,5.36,2.07,9378,1.3
51,27,7.72,2.95,6.14,2334,3.14
51,28,5.7,4.15,6.59,6604,3.65
51,29,9.4,3.19,9.62,1100,4.0
51,30,7.81,9.82,3.76,3280,1.0
52,1,6.23,6.91,4.42,10164,1.68
52,2,7.03,8.39,6.3,4809,1.85
52,3,9.74,5.1,7.04,14255,4.42
52,4,7.66,4.47,7.07,12137,3.9
52,5,6.21,2.36,6.82,11360,3.81
52,6,5.33,6.29,4.23,1602,2.87
52,7,5.71,6.69,1.6,12334,1.53
52,8,3.0,2.93,5.61,7766,1.52
52,9,4.79,8.61,4.73,10330,1.0
52,10,7.13,4.29,5.76,3808,4.07
52,11,7.35,3.32,4.75,11523,3.26
52,12,5.92,2.75,5.92,13846,2.51
52,13,7.22,4.63,4.31,14546,2.79
52,14,7.86,6.19,5.47,9080,2.5
52,15,6.17,4.98,9.69,10049,2.83
52,16,6.51,3.84,4.67,2245,3.76
52,17,6.35,6.61,7.59,2415,3.21
52,18,6.88,4.87,6.51,11399,2.95
52,19,7.65,3.57,1.94,8635,3.03
52,20,5.38,5.04,9.18,8399,2.27
52,21,5.63,4.16,9.19,8187,2.87
52,22,9.17,4.08,5.14,10805,3.49
52,23,8.94,2.43,7.36,14731,5.0
52,24,6.37,1.16,7.28,7213,3.24
52,25,6.45,6.41,3.34,7341,2.94
52,26,7.42,7.3,6.36,12429,2.22
52,27,8.04,5.04,6.01,1372,3.11
52,28,7.91,6.28,3.31,12619,2.49
52,29,7.75,4.32,6.39,12295,3.77
52,30,6.28,4.94,5.63,7189,3.71
53,1,5.71,5.47,2.86,5889,2.2
53,2,7.48,7.0,9.12,10596,1.62
53,3,8.51,7.82,4.12,2137,3.13
53,4,5.31,2.03,6.82,5457,2.53
53,5,3.88,6.34,2.14,11559,1.0
53,6,8.15,3.95,5.99,1883,3.98
53,7,6.38,3.32,4.5,8478,3.32
53,8,5.63,4.06,7.01,9269,1.63
53,9,9.02,7.89,6.58,10473,2.96
53,10,6.63,5.46,6.14,7156,2.88
53,11,8.47,10.13,6.21,10487,1.83
53,12,9.71,5.04,5.19,7634,4.57
53,13,4.95,3.94,7.0,8039,2.01
53,14,7.55,4.13,6.35,8904,3.28
53,15,6.42,1.15,8.01,4093,3.77
53,16,6.09,6.61,7.15,12788,1.9
53,17,7.69,1.96,7.6,12543,3.91
53,18,8.14,6.46,3.14,8145,3.17
53,19,6.33,6.35,0.43,11489,2.88
53,20,7.22,7.79,5.39,7486,1.6
53,21,7.35,3.12,5.23,13819,3.6
53,22,7.78,3.23,8.73,14703,4.37
53,23,8.76,3.46,8.58,13298,4.87
53,24,4.66,7.76,7.69,4679,1.49
53,25,7.51,7.49,4.44,14820,2.13
53,26,10.0,6.93,4.93,10273,4.24
53,27,8.24,2.82,6.38,7639,4.72
53,28,8.01,1.57,11.42,6733,4.4
53,29,6.89,6.55,7.29,13269,2.61
53,30,5.11,6.76,5.91,1595,2.26
54,1,9.09,5.07,4.19,13998,3.66
54,2,8.97,3.1,8.12,6651,4.14
54,3,3.38,5.92,9.42,7539,1.6
54,4,6.3,4.24,5.4,11178,2.12
54,5,10.0,1.39,6.34,11503,5.0
54,6,7.29,7.62,5.85,14942,2.24
54,7,5.59,2.27,6.25,14357,3.39
54,8,7.62,6.05,6.2,13774,1.69
54,9,6.17,6.6,5.62,9638,2.49
54,10,7.46,5.95,7.18,3711,1.57
54,11,8.24,6.4,7.57,10592,3.54
54,12,8.54,6.71,7.32,1825,3.49
54,13,8.13,7.81,6.69,1754,2.81
54,14,5.22,8.98,5.96,3711,1.0
54,15,8.3,4.79,6.17,14473,4.26
54,16,9.06,5.72,8.37,4909,3.13
54,17,7.86,4.6,5.39,2656,4.15
54,18,7.3,5.2,11.01,4010,3.93
54,19,7.18,4.12,1.93,6767,3.99
54,20,4.58,5.65,3.29,12942,1.0
54,21,6.65,6.73,5.82,4514,2.59
54,22,7.58,5.33,6.46,10915,2.31
54,23,4.38,5.31,6.56,6273,2.6
54,24,9.18,4.75,7.09,3249,3.86
54,25,9.61,5.17,2.46,12112,3.45
54,26,6.1,6.09,8.24,2091,2.55
54,27,6.91,4.9,6.32,6936,3.33
54,28,7.51,1.9,3.75,10058,3.8
54,29,7.48,5.58,4.92,5916,2.63
54,30,6.35,1.71,8.74,12684,4.55
55,1,8.05,3.74,5.76,7336,3.8
55,2,6.31,4.15,7.08,13936,2.48
55,3,8.45,6.87,6.87,12930,3.22
55,4,7.22,7.56,6.04,13873,1.72
55,5,6.88,6.3,4.83,1642,3.79
55,6,5.28,4.35,6.87,14771,2.61
55,7,7.5,1.87,8.51,12237,4.99
55,8,8.31,5.16,6.37,9736,3.06
55,9,8.29,3.89,6.18,3058,2.33
55,10,6.61,6.74,5.65,8170,3.18
55,11,5.84,6.44,6.75,5959,1.58
55,12,9.95,4.92,8.5,3082,3.68
55,13,5.29,5.09,5.39,6229,1.52
55,14,7.38,1.55,5.32,13566,4.77
55,15,5.76,2.88,4.57,4283,3.7
55,16,5.67,3.28,5.29,8630,3.72
55,17,7.82,3.68,6.66,1324,4.43
55,18,6.32,3.49,6.45,3430,2.21
55,19,5.0,6.74,8.62,8485,1.7
55,20,8.05,7.94,5.27,3787,3.15
55,21,10.0,2.81,9.87,1325,4.54
55,22,6.59,4.07,8.42,3631,3.11
55,23,6.94,8.18,5.49,5675,2.49
55,24,5.77,2.42,4.2,9884,3.99
55,25,9.24,4.93,5.7,10011,4.16
55,26,7.46,4.54,3.62,2242,4.29
55,27,6.5,5.72,5.45,11542,2.93
55,28,6.49,8.05,4.43,5996,2.63
55,29,5.79,6.1,9.33,3474,2.57
55,30,7.71,8.94,6.93,5313,2.4
56,1,7.91,2.1,5.29,13533,4.62
56,2,8.27,4.32,7.06,5971,3.94
56,3,7.85,3.45,5.73,13312,3.75
56,4,5.04,4.31,6.09,3926,1.5
56,5,6.1,6.45,3.94,8718,3.25
56,6,8.22,2.88,7.97,11083,4.01
56,7,6.24,5.26,6.33,6612,2.72
56,8,10.0,1.47,7.56,10429,4.8
56,9,8.45,3.44,3.85,9367,4.11
56,10,5.2,4.22,5.43,12572,2.23
56,11,5.82,5.37,5.5,8728,2.47
56,12,6.88,3.02,6.32,1015,3.2
56,13,7.29,4.58,2.96,7412,3.95
56,14,8.16,4.03,8.47,3769,3.63
56,15,6.68,6.24,7.02,9495,1.7
56,16,6.63,4.53,1.57,5798,2.57
56,17,6.07,2.3,4.79,13447,3.42
56,18,5.55,7.36,4.92,6287,1.0
56,19,6.26,1.57,4.79,8433,3.63
56,20,8.42,4.39,3.53,13009,4.39
56,21,6.05,8.96,2.49,9712,1.0
56,22,8.49,6.93,7.59,1015,2.76
56,23,9.88,4.29,5.55,14541,4.51
56,24,9.6,7.23,4.55,2361,3.28
56,25,8.24,1.98,6.05,6079,3.26
56,26,5.75,6.06,6.53,4504,2.79
56,27,3.0,4.64,9.45,7895,1.57
56,28,7.05,5.75,4.69,5862,2.86
56,29,8.36,3.9,4.59,8196,3.49
56,30,7.36,8.57,2.75,2451,1.59
57,1,5.68,2.23,6.8,3049,3.29
57,2,8.52,4.19,3.03,1328,2.83
57,3,8.48,8.29,4.64,12483,2.14
57,4,3.93,4.24,5.93,13071,1.74
57,5,7.44,3.85,3.46,10597,2.98
57,6,8.59,5.94,6.02,5228,2.86
57,7,7.52,5.52,6.57,12531,3.64
57,8,3.61,6.27,8.31,2497,1.0
57,9,6.94,7.45,7.52,4126,2.05
57,10,4.7,2.74,7.94,2033,3.19
57,11,4.44,3.01,4.58,5122,2.51
57,12,4.4,2.75,6.1,1679,3.37
57,13,8.11,3.21,4.42,12549,4.22
57,14,3.77,4.94,4.88,2032,1.01
57,15,9.22,5.21,5.89,8080,3.05
57,16,7.97,6.12,3.09,14305,3.03
57,17,6.85,7.28,3.69,4098,1.16
57,18,7.59,5.34,4.31,10492,3.44
57,19,6.65,1.44,5.6,11402,4.29
57,20,6.52,7.67,3.75,12820,2.52
57,21,5.65,3.73,5.25,1279,2.82
57,22,7.86,2.9,6.04,2217,3.52
57,23,8.65,6.34,10.88,7196,3.67
57,24,8.64,11.19,5.94,9142,2.11
57,25,10.0,6.69,8.2,14384,3.94
57,26,5.71,3.22,7.42,7748,2.53
57,27,7.78,10.33,8.16,8637,2.38
57,28,9.15,1.34,1.86,14708,5.0
57,29,7.33,7.59,2.47,1973,2.15
57,30,6.16,4.36,3.44,8501,3.42
58,1,9.28,1.0,7.52,9938,4.69
58,2,5.03,4.11,6.06,8543,1.77
58,3,6.14,7.23,1.9,5668,1.65
58,4,6.44,4.05,4.04,3745,3.99
58,5,6.68,1.0,4.6,4427,3.63
58,6,8.83,6.08,6.11,1772,2.86
58,7,5.93,3.99,7.31,2561,1.9
58,8,6.65,4.61,6.82,1747,2.68
58,9,8.33,4.02,9.29,4754,3.57
58,10,5.3,6.77,8.03,5606,2.11
58,11,7.89,5.39,6.86,1641,3.74
58,12,9.36,4.9,4.55,5553,3.54
58,13,7.81,5.35,8.52,7474,3.65
58,14,7.87,2.54,7.1,12370,3.75
58,15,5.78,3.82,6.72,8463,3.85
58,16,5.65,4.59,4.76,5145,2.53
58,17,6.66,5.3,6.02,12256,2.03
58,18,7.18,1.66,11.42,5096,4.33
58,19,6.71,5.97,5.23,12464,2.33
58,20,6.48,4.44,7.28,4273,3.9
58,21,5.39,3.28,5.54,2080,2.89
58,22,8.22,3.55,6.11,12979,3.98
58,23,7.0,4.15,7.73,1348,2.6
58,24,8.21,7.27,5.94,12379,2.09
58,25,7.29,6.96,2.68,8041,1.9
58,26,8.34,4.59,5.42,7229,3.88
58,27,6.35,7.71,7.07,3363,2.41
58,28,8.66,4.41,8.42,4057,2.96
58,29,9.57,5.4,5.9,10854,4.46
58,30,5.61,4.1,6.15,14288,3.31
59,1,8.25,7.66,5.58,5492,2.67
59,2,6.18,3.33,2.55,13575,3.23
59,3,6.19,3.52,0.62,14770,3.06
59,4,7.64,8.45,9.28,3372,1.26
59,5,8.06,3.13,3.18,9102,3.57
59,6,6.13,3.21,5.1,12025,3.31
59,7,7.95,6.53,3.14,2384,3.11
59,8,5.48,4.27,7.64,1997,2.67
59,9,8.7,8.71,5.82,11703,2.55
59,10,7.33,3.35,7.41,11773,3.59
59,11,6.78,6.0,5.45,11196,2.9
59,12,7.03,4.19,3.45,3401,3.58
59,13,6.67,4.36,5.86,9271,2.57
59,14,7.54,6.08,4.0,2076,2.46
59,15,10.0,2.83,6.11,14081,5.0
59,16,5.97,3.98,8.55,11684,2.5
59,17,7.87,6.2,7.06,9983,3.19
59,18,10.0,4.29,4.82,14229,4.58
59,19,6.87,3.62,5.87,4029,2.68
59,20,7.21,5.95,8.34,5443,1.97
59,21,7.89,4.84,3.33,11926,3.66
59,22,6.69,7.64,5.34,5124,1.08
59,23,7.68,3.46,2.85,13582,3.53
59,24,4.77,2.75,6.78,3682,2.2
59,25,6.71,5.91,5.66,14891,2.89
59,26,7.67,5.6,6.61,6386,3.17
59,27,5.17,8.65,2.05,14421,2.01
59,28,5.88,3.89,6.6,3453,3.27
59,29,7.05,1.47,6.14,10983,4.22
59,30,5.12,7.58,5.36,8453,1.77
60,1,7.09,7.22,7.82,9746,1.63
60,2,5.0,6.19,7.82,2764,1.8
60,3,5.31,5.07,3.87,12573,2.03
60,4,4.04,5.58,3.11,7862,1.87
60,5,4.62,4.42,6.71,4042,2.5
60,6,7.76,7.31,4.28,1794,2.29
60,7,4.65,6.02,8.61,14406,1.3
60,8,7.14,4.24,4.74,9050,4.1
60,9,7.45,3.44,3.85,10067,2.98
60,10,7.44,5.62,8.68,12024,2.11
60,11,5.39,3.17,10.69,10543,3.26
60,12,5.52,6.45,6.17,1557,1.12
60,13,6.89,8.78,6.48,12167,1.4
60,14,5.69,8.9,5.64,14686,1.24
60,15,6.16,4.9,7.74,4927,3.66
60,16,5.34,2.99,4.73,6051,2.84
60,17,6.9,7.43,5.82,14743,1.57
60,18,4.84,4.12,6.62,4832,2.3
60,19,9.03,4.61,5.35,8957,4.53
60,20,4.28,3.1,0.0,13737,2.41
60,21,3.13,3.33,6.26,6497,2.51
60,22,3.22,2.44,1.71,7601,1.61
60,23,4.67,2.19,5.83,3094,4.04
60,24,6.91,5.14,6.69,9559,2.44
60,25,10.0,5.45,5.84,14043,3.64
60,26,8.43,6.58,4.74,4506,2.75
60,27,5.0,5.91,5.53,11995,2.49
60,28,7.92,3.75,6.45,12685,3.77
60,29,8.01,5.61,6.04,11067,4.18
60,30,5.68,5.18,8.33,5087,2.88
61,1,6.3,9.5,8.01,4904,2.18
61,2,7.14,1.56,7.73,7266,3.88
61,3,7.73,4.9,5.52,14592,3.0
61,4,7.53,1.55,5.75,12811,3.51
61,5,7.12,8.56,6.75,5250,1.7
61,6,5.42,6.69,5.79,13091,1.62
61,7,5.26,6.46,4.61,6644,1.43
61,8,8.72,7.45,5.93,1104,2.66
61,9,6.77,4.01,6.86,14138,3.81
61,10,6.94,6.64,8.21,4584,2.69
61,11,7.56,7.64,5.98,11265,2.48
61,12,6.74,3.13,6.48,3646,3.05
61,13,6.65,5.02,8.28,9756,2.26
61,14,6.36,4.74,5.59,8621,2.91
61,15,7.32,4.16,2.63,2520,3.03
61,16,7.42,8.67,2.94,12518,2.01
61,17,6.45,7.76,4.73,5431,2.34
61,18,6.26,2.04,5.9,10876,2.8
61,19,8.23,1.97,3.29,5946,3.8
61,20,7.7,3.91,4.99,11835,2.85
61,21,5.91,1.83,8.53,8664,3.43
61,22,6.24,1.0,6.08,1065,4.29
61,23,4.87,5.3,7.92,12672,1.67
61,24,5.87,4.77,4.91,13069,3.25
61,25,7.72,3.63,4.78,12554,3.77
61,26,8.74,4.13,8.53,6755,3.13
61,27,5.04,5.45,6.5,1098,1.57
61,28,7.08,2.35,7.11,6922,4.14
61,29,5.48,6.71,5.37,10428,1.75
61,30,7.16,7.0,7.29,8155,3.5
62,1,6.34,6.84,3.14,4063,1.25
62,2,5.05,4.94,4.47,13218,1.99
62,3,5.22,8.29,6.55,6162,1.94
62,4,5.38,5.69,7.25,7764,2.47
62,5,6.7,4.17,6.48,14851,2.45
62,6,6.77,3.43,3.36,3978,3.51
62,7,4.52,6.93,7.09,5595,1.65
62,8,7.98,5.93,3.05,3170,2.67
62,9,7.34,3.65,7.79,4447,3.51
62,10,7.01,1.3,1.91,2935,3.82
62,11,7.27,6.27,4.09,2885,2.51
62,12,5.87,8.07,5.45,11776,2.63
62,13,7.95,4.28,3.59,10709,3.1
62,14,5.94,2.3,6.04,1932,3.19
62,15,7.68,5.05,3.81,9864,2.31
62,16,10.0,2.91,6.96,9701,5.0
62,17,6.22,8.44,5.62,9986,1.61
62,18,5.73,6.69,4.43,2904,1.91
62,19,7.26,6.17,3.74,13787,2.35
62,20,7.66,7.59,3.98,14817,3.03
62,21,10.0,6.56,4.27,6179,4.3
62,22,8.16,6.88,6.63,8230,3.33
62,23,6.09,4.27,2.17,8240,3.16
62,24,5.99,7.22,7.23,1709,1.0
62,25,8.32,7.05,9.95,7693,3.1
62,26,7.32,5.39,9.5,10940,2.79
62,27,7.13,3.9,5.39,1796,3.91
62,28,4.86,8.82,4.72,7584,1.0
62,29,8.84,5.71,4.95,7457,3.07
62,30,7.83,4.78,5.18,2516,3.77
63,1,8.22,1.0,3.85,5570,4.64
63,2,7.1,8.33,5.68,11668,1.92
63,3,7.01,5.26,1.53,4861,3.38
63,4,9.64,7.45,5.05,11375,3.73
63,5,5.89,3.22,10.04,10451,2.76
63,6,7.22,4.66,6.17,11184,3.18
63,7,5.14,4.83,3.82,8150,1.95
63,8,7.56,4.02,3.47,2976,4.4
63,9,6.43,4.99,3.94,6987,2.5
63,10,6.91,3.22,4.87,1704,3.2
63,11,6.72,6.6,7.18,8501,1.83
63,12,8.12,5.63,6.36,7180,3.21
63,13,7.37,1.0,5.63,6315,4.25
63,14,6.43,5.12,2.81,2877,2.32
63,15,4.81,5.25,11.31,14055,2.64
63,16,4.54,3.41,7.74,12512,2.72
63,17,9.36,4.31,4.33,4392,4.6
63,18,6.26,1.0,6.39,6973,3.07
63,19,7.66,5.36,6.66,1774,3.31
63,20,10.0,4.83,6.34,7167,3.59
63,21,10.0,1.59,4.75,11484,5.0
63,22,9.77,5.22,9.7,10417,3.57
63,23,8.23,2.97,4.72,4667,3.79
63,24,8.09,3.38,9.52,1299,3.65
63,25,6.1,3.26,7.23,12110,3.15
63,26,6.64,3.3,7.1,3303,3.15
63,27,6.5,4.1,6.44,10015,3.16
63,28,6.96,6.02,4.41,1473,3.38
63,29,6.74,4.81,8.15,6281,2.74
63,30,6.3,5.52,3.44,4560,3.12
64,1,5.67,3.75,3.8,4260,3.21
64,2,6.64,5.51,6.37,13576,3.57
64,3,4.9,7.76,6.87,6930,1.63
64,4,7.62,5.69,9.0,6648,2.99
64,5,6.3,4.15,4.59,2799,3.34
64,6,7.34,3.77,6.12,14055,2.85
64,7,9.87,2.35,9.97,1448,5.0
64,8,6.98,1.34,4.25,2403,4.51
64,9,8.79,8.57,5.47,9762,1.55
64,10,7.0,5.11,5.35,10998,3.24
64,11,8.57,3.32,4.8,11334,4.43
64,12,6.71,1.07,3.86,3517,3.36
64,13,8.72,3.75,8.07,13490,3.8
64,14,5.43,6.18,3.66,8981,2.42
64,15,8.48,7.72,7.44,12786,1.53
64,16,6.62,3.99,8.56,11433,2.85
64,17,5.95,7.17,3.4,6028,1.54
64,18,7.96,8.4,6.66,8111,2.69
64,19,8.38,7.46,5.48,9723,2.3
64,20,7.59,3.53,5.08,1058,3.68
64,21,9.11,5.46,6.17,6765,3.42
64,22,6.47,9.3,5.81,11873,2.08
64,23,10.0,7.46,8.35,2326,4.06
64,24,7.0,3.65,8.89,3791,2.69
64,25,4.35,4.16,6.5,2059,2.0
64,26,7.62,7.43,5.71,14272,2.72
64,27,5.91,8.71,5.0,9620,1.71
64,28,8.48,5.83,9.51,6630,3.24
64,29,4.57,6.26,5.47,14394,1.93
64,30,6.5,7.33,9.49,5389,1.1
65,1,7.51,10.01,5.37,11051,1.77
65,2,8.17,3.22,4.54,8777,3.73
65,3,6.35,7.1,3.86,13016,2.28
65,4,5.34,4.97,6.92,7323,3.35
65,5,8.68,8.23,4.52,3407,1.46
65,6,6.6,2.45,4.77,13285,4.06
65,7,6.98,3.04,3.01,4599,3.94
65,8,6.98,4.44,4.18,11774,3.06
65,9,9.56,1.47,3.54,10343,4.81
65,10,5.01,4.42,9.03,12722,2.95
65,11,8.08,4.48,6.65,14523,2.76
65,12,6.58,7.11,7.01,6347,3.09
65,13,5.4,8.27,6.9,14898,1.52
65,14,7.37,2.75,3.82,4830,4.1
65,15,4.9,1.49,5.31,14241,3.57
65,16,8.25,3.4,2.43,3297,4.25
65,17,5.53,3.63,6.77,10988,3.22
65,18,7.3,4.08,6.71,14062,2.8
65,19,7.93,4.59,3.89,8813,3.93
65,20,8.17,5.33,6.78,9382,4.89
65,21,8.31,5.65,3.76,2683,4.02
65,22,7.73,4.33,4.49,12924,2.32
65,23,7.34,6.11,5.68,8726,3.14
65,24,6.18,5.42,5.76,7240,3.16
65,25,9.39,3.82,3.11,14779,4.63
65,26,6.52,6.03,2.18,7820,2.3
65,27,4.89,1.59,6.74,4281,2.74
65,28,7.39,2.97,1.65,7055,3.06
65,29,7.78,3.4,5.38,6861,3.89
65,30,5.22,6.29,5.52,4521,1.65
66,1,4.42,5.48,5.53,12481,2.19
66,2,9.1,4.47,6.06,7854,3.85
66,3,7.31,4.52,8.96,3006,2.53
66,4,5.11,1.0,5.3,13310,3.56
66,5,7.63,5.27,5.28,5055,2.15
66,6,8.32,6.08,7.24,9709,3.02
66,7,7.37,4.85,4.31,9138,2.34
66,8,4.24,5.57,8.5,10097,2.41
66,9,5.16,4.43,5.25,11639,3.05
66,10,6.44,8.14,4.42,7450,2.16
66,11,6.55,5.19,6.6,10664,3.17
66,12,7.03,6.87,8.07,2354,2.33
66,13,8.78,2.67,3.59,5353,4.52
66,14,8.21,2.55,8.44,14125,3.93
66,15,6.45,9.05,7.8,3438,1.38
66,16,6.37,5.78,5.11,6906,3.32
66,17,6.23,6.8,8.51,8343,2.75
66,18,8.31,5.35,6.0,4685,3.27
66,19,5.93,5.11,5.86,9191,1.8
66,20,9.74,2.52,4.75,7637,4.28
66,21,7.13,6.37,6.63,5988,2.67
66,22,6.22,3.06,7.05,9166,2.68
66,23,9.65,6.73,3.54,14945,4.01
66,24,5.38,5.67,7.03,12648,1.53
66,25,7.44,2.38,7.67,6143,4.31
66,26,9.26,1.87,6.75,13318,4.96
66,27,4.59,4.18,4.97,7256,2.7
66,28,9.8,3.49,2.67,14500,3.57
66,29,9.12,3.95,5.67,8933,4.56
66,30,8.23,4.02,2.86,5544,3.37
67,1,7.42,3.31,6.09,5062,2.99
67,2,10.0,1.19,11.27,1511,5.0
67,3,5.06,4.39,5.71,4476,3.18
67,4,5.05,2.42,6.78,11472,3.03
67,5,7.51,4.74,5.86,5856,3.15
67,6,6.36,4.82,6.37,5922,3.45
67,7,9.52,4.09,6.62,12853,4.63
67,8,8.29,5.62,9.2,13431,3.43
67,9,5.54,5.32,5.15,11614,1.94
67,10,7.67,3.37,6.56,5383,4.17
67,11,5.89,1.1,7.39,12329,4.55
67,12,9.52,5.79,3.82,10280,3.71
67,13,5.78,4.35,3.32,9792,3.15
67,14,6.45,5.35,6.04,3063,2.18
67,15,7.76,6.47,4.32,6200,3.05
67,16,7.76,5.77,4.02,4600,3.27
67,17,6.7,5.37,6.67,6264,3.05
67,18,3.0,5.5,6.6,9122,1.0
67,19,4.55,1.89,5.2,3059,2.39
67,20,6.95,7.85,5.68,10224,1.63
67,21,7.39,4.54,7.33,13743,2.52
67,22,6.77,4.88,7.21,2634,2.57
67,23,6.16,8.21,7.47,3779,1.38
67,24,6.85,6.65,5.55,10843,3.28
67,25,6.54,6.94,4.05,5885,1.48
67,26,5.32,6.95,4.79,4555,1.73
67,27,7.52,4.91,8.49,8625,2.45
67,28,8.75,8.18,4.63,9590,3.15
67,29,5.63,6.85,8.01,9486,1.83
67,30,8.53,4.75,8.34,7180,3.55
68,1,6.7,9.62,7.92,4607,1.16
68,2,7.8,6.95,6.52,11568,2.44
68,3,9.02,3.7,9.72,14833,4.33
68,4,6.46,1.74,5.0,5775,3.88
68,5,7.44,3.64,5.98,8803,3.47
68,6,7.26,5.09,8.66,10461,3.0
68,7,6.73,6.92,7.38,11970,2.17
68,8,6.47,3.65,6.23,10047,3.39
68,9,6.58,4.9,5.56,11271,2.98
68,10,7.27,1.43,9.83,11431,3.73
68,11,4.38,3.62,5.63,10304,2.31
68,12,4.73,3.52,6.4,7476,2.77
68,13,5.45,6.34,9.5,1371,1.69
68,14,7.24,4.94,6.75,9656,3.82
68,15,4.6,7.98,10.11,2374,1.92
68,16,7.49,6.45,6.91,4411,1.99
68,17,8.07,4.94,4.64,1111,2.61
68,18,6.43,3.2,5.98,2425,3.58
68,19,8.05,4.3,3.69,5533,4.27
68,20,5.8,4.41,5.97,13026,3.03
68,21,6.54,4.78,8.13,8154,3.03
68,22,5.24,4.26,8.42,1284,2.28
68,23,8.14,5.9,9.06,11983,3.4
68,24,7.72,1.9,4.75,7834,4.81
68,25,10.0,5.35,7.67,7947,4.36
68,26,4.19,4.29,5.05,6315,2.15
68,27,7.91,5.13,7.14,12820,2.92
68,28,9.38,4.56,2.95,9830,4.15
